Country,Total Records,authority_name,authority_type_id,authority_type_name,award_criteria_id,award_criteria_name,bid_type_id,bid_type_name,comment_deadline,contract_id,contract_name,country,date,deadline,directive,document_id,document_name,document_number,document_sent,heading,id,identifier,nuts_code,oj,oj_uc,original_language,place,procedure_id,procedure_name,publication_date,regulation_id,regulation_name,signature,source_tender,title,title_uc,uri,url,year
ME,256,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.17,100.00,100.00,100.00,100.00,55.86,0.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.56,100.00
MG,21,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,33.33,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MK,1289,100.00,100.00,100.00,100.00,100.00,100.00,100.00,35.22,100.00,100.00,100.00,100.00,67.80,27.23,100.00,100.00,100.00,100.00,100.00,100.00,100.00,23.04,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,45.38,100.00
ML,78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.28,100.00,100.00,100.00,100.00,60.26,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.85,100.00
MM,2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MN,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,33.33,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MR,55,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.82,100.00,100.00,100.00,100.00,49.09,1.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.82,100.00
MT,2223,100.00,100.00,100.00,100.00,100.00,100.00,100.00,54.25,100.00,100.00,100.00,100.00,65.99,30.18,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.94,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,43.36,100.00
MU,15,100.00,100.00,100.00,100.00,100.00,100.00,100.00,6.67,100.00,100.00,100.00,100.00,60.00,6.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,6.67,100.00
MW,84,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.19,100.00,100.00,100.00,100.00,55.95,1.19,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2.38,100.00
MX,20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,10.00,100.00,100.00,100.00,100.00,50.00,10.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,5.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,35.00,100.00
MY,8,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,37.50,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MZ,67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.49,100.00,100.00,100.00,100.00,62.69,1.49,100.00,100.00,100.00,100.00,100.00,100.00,100.00,4.48,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
NA,27,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.70,100.00,100.00,100.00,100.00,37.04,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.70,100.00
NC,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,66.67,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
NE,74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.35,100.00,100.00,100.00,100.00,52.70,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,4.05,100.00
NG,75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,57.33,1.33,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.33,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,29.33,100.00
NI,97,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2.06,100.00,100.00,100.00,100.00,46.39,3.09,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.09,100.00
NL,41196,99.99,100.00,100.00,100.00,100.00,100.00,100.00,40.09,100.00,100.00,100.00,100.00,54.68,31.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,75.07,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,55.49,100.00
NO,28996,100.00,100.00,100.00,100.00,100.00,100.00,100.00,29.93,100.00,100.00,100.00,100.00,67.18,35.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.93,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.60,100.00
